chr	start	end	TargetGene	CellType	enformer_norm_score
chr19	13260991	13261531	DNASE2	K562	
chr19	13262331	13262871	DNASE2	K562	
chr19	13277051	13277551	DNASE2	K562	
chr19	13277891	13278451	DNASE2	K562	
chr19	13381851	13382351	DNASE2	K562	
chr19	13396511	13397091	DNASE2	K562	
chr19	13401351	13401871	DNASE2	K562	
chr19	13428331	13428851	DNASE2	K562	
chr19	13537471	13537971	DNASE2	K562	
chr19	13582991	13583531	DNASE2	K562	
chr19	12202210	12202750	JUNB	K562	
chr19	12293670	12294250	JUNB	K562	
chr19	12331071	12332131	JUNB	K562	
chr19	12411811	12412331	JUNB	K562	
chr19	12495171	12495671	JUNB	K562	
chr19	12544311	12544811	JUNB	K562	
chr19	12563971	12564471	JUNB	K562	
chr19	12640011	12640531	JUNB	K562	0.0
chr19	12647491	12648071	JUNB	K562	0.0
chr19	12676251	12676771	JUNB	K562	0.0
chr19	12716871	12717391	JUNB	K562	381.86359879725416
chr19	12757471	12757991	JUNB	K562	2419.067397611501
chr19	12760491	12761031	JUNB	K562	2525.212636290523
chr19	12765971	12766531	JUNB	K562	5510.588913378592
chr19	12777511	12778031	JUNB	K562	5045.4645497427
chr19	12779131	12779731	JUNB	K562	5637.050230759115
chr19	12782291	12783171	JUNB	K562	10395.186050935745
chr19	12784451	12784971	JUNB	K562	12700.063944528034
chr19	12789831	12790351	JUNB	K562	18477.93106622346
chr19	12796031	12796931	JUNB	K562	5691.412188388361
chr19	12825131	12825931	JUNB	K562	2308.219363805562
chr19	12828311	12828891	JUNB	K562	1365.1918912466356
chr19	12832351	12832911	JUNB	K562	2474.390931114527
chr19	12836211	12836711	JUNB	K562	2169.604445972071
chr19	12840451	12841011	JUNB	K562	9527.582680257758
chr19	12841111	12841611	JUNB	K562	9766.033142922746
chr19	12847511	12848011	JUNB	K562	1337.551518903413
chr19	12867151	12867931	JUNB	K562	1275.0251315121973
chr19	12872211	12872711	JUNB	K562	3780.2970971370974
chr19	12872831	12873371	JUNB	K562	4332.193730653682
chr19	12885011	12885511	JUNB	K562	711.6525451804063
chr19	12908491	12908991	JUNB	K562	0.0
chr19	12936451	12936951	JUNB	K562	0.0
chr19	12964851	12965991	JUNB	K562	0.0
chr19	12974191	12974711	JUNB	K562	0.0
chr19	12977731	12978251	JUNB	K562	0.0
chr19	12983511	12984011	JUNB	K562	0.0
chr19	12985151	12985651	JUNB	K562	0.0
chr19	12996491	12996991	JUNB	K562	
chr19	13013171	13013711	JUNB	K562	
chr19	13016391	13016991	JUNB	K562	
chr19	13022731	13023231	JUNB	K562	
chr19	13033951	13034511	JUNB	K562	
chr19	13051491	13051991	JUNB	K562	
chr19	13061271	13061791	JUNB	K562	
chr19	13069551	13070051	JUNB	K562	
chr19	13079411	13079911	JUNB	K562	
chr19	13093691	13094211	JUNB	K562	
chr19	13097591	13098811	JUNB	K562	
chr19	13104331	13104911	JUNB	K562	
chr19	13151431	13152171	JUNB	K562	
chr19	13152791	13153291	JUNB	K562	
chr19	13155431	13155951	JUNB	K562	
chr19	13162791	13163331	JUNB	K562	
chr19	13163631	13164971	JUNB	K562	
chr19	13172271	13172791	JUNB	K562	
chr19	13191111	13191611	JUNB	K562	
chr19	13195631	13196171	JUNB	K562	
chr19	13212771	13213271	JUNB	K562	
chr19	13234431	13234951	JUNB	K562	
chr19	13247731	13248251	JUNB	K562	
chr19	13260991	13261531	JUNB	K562	
chr19	13262331	13262871	JUNB	K562	
chr19	13277051	13277551	JUNB	K562	
chr19	13277891	13278451	JUNB	K562	
chr19	13381851	13382351	JUNB	K562	
chr19	13396511	13397091	JUNB	K562	
chr19	13401351	13401871	JUNB	K562	
chr19	13428331	13428851	JUNB	K562	
chr19	13582991	13583531	JUNB	K562	
chr19	12202210	12202750	KLF1	K562	
chr19	12293670	12294250	KLF1	K562	
chr19	12331071	12332131	KLF1	K562	
chr19	12411811	12412331	KLF1	K562	
chr19	12495171	12495671	KLF1	K562	
chr19	12521891	12522431	KLF1	K562	
chr19	12543711	12544231	KLF1	K562	
chr19	12544311	12544811	KLF1	K562	
chr19	12563971	12564471	KLF1	K562	
chr19	12640011	12640531	KLF1	K562	
chr19	12647491	12648071	KLF1	K562	
chr19	12671911	12672491	KLF1	K562	
chr19	12676251	12676771	KLF1	K562	
chr19	12716871	12717391	KLF1	K562	0.0
chr19	12757471	12757991	KLF1	K562	0.0
chr19	12760491	12761031	KLF1	K562	0.0
chr19	12765971	12766531	KLF1	K562	0.0
chr19	12777511	12778031	KLF1	K562	0.0
chr19	12779131	12779731	KLF1	K562	0.0
chr19	12782291	12783171	KLF1	K562	0.0
chr19	12784451	12784971	KLF1	K562	0.0
chr19	12789831	12790351	KLF1	K562	1014.8233076138235
chr19	12793351	12793851	KLF1	K562	2005.8075787369194
chr19	12796031	12796931	KLF1	K562	917.0547806772198
chr19	12814891	12815491	KLF1	K562	676.563340136093
chr19	12825131	12825931	KLF1	K562	1016.0981356880612
chr19	12828311	12828891	KLF1	K562	1018.3118760923641
chr19	12832351	12832911	KLF1	K562	3550.8631805496307
chr19	12836211	12836711	KLF1	K562	3024.0613012966887
chr19	12840451	12841011	KLF1	K562	4466.53979150659
chr19	12841111	12841611	KLF1	K562	4695.71509041089
chr19	12847511	12848011	KLF1	K562	1801.299676412253
chr19	12867151	12867931	KLF1	K562	2426.502580282957
chr19	12872211	12872711	KLF1	K562	4575.544672492988
chr19	12872831	12873371	KLF1	K562	6550.747570392293
chr19	12888891	12889391	KLF1	K562	16691.535707287814
chr19	12908491	12908991	KLF1	K562	3107.2656998679927
chr19	12934991	12935491	KLF1	K562	1212.7414871865908
chr19	12936451	12936951	KLF1	K562	1860.152315765611
chr19	12964851	12965991	KLF1	K562	1146.4880151835805
chr19	12974191	12974711	KLF1	K562	1902.8495878403412
chr19	12977731	12978251	KLF1	K562	415.9244226882023
chr19	12983511	12984011	KLF1	K562	1060.2450950518182
chr19	12985151	12985651	KLF1	K562	384.83852512013704
chr19	12996491	12996991	KLF1	K562	0.0
chr19	13013171	13013711	KLF1	K562	0.0
chr19	13016391	13016991	KLF1	K562	0.0
chr19	13022731	13023231	KLF1	K562	0.0
chr19	13033951	13034511	KLF1	K562	0.0
chr19	13051491	13051991	KLF1	K562	0.0
chr19	13061271	13061791	KLF1	K562	0.0
chr19	13069551	13070051	KLF1	K562	0.0
chr19	13079411	13079911	KLF1	K562	0.0
chr19	13093691	13094211	KLF1	K562	
chr19	13097591	13098811	KLF1	K562	
chr19	13104331	13104911	KLF1	K562	
chr19	13151431	13152171	KLF1	K562	
chr19	13152791	13153291	KLF1	K562	
chr19	13155431	13155951	KLF1	K562	
chr19	13162791	13163331	KLF1	K562	
chr19	13163631	13164971	KLF1	K562	
chr19	13172271	13172791	KLF1	K562	
chr19	13191111	13191611	KLF1	K562	
chr19	13194411	13195031	KLF1	K562	
chr19	13195631	13196171	KLF1	K562	
chr19	13212771	13213271	KLF1	K562	
chr19	13234431	13234951	KLF1	K562	
chr19	13247731	13248251	KLF1	K562	
chr19	13260991	13261531	KLF1	K562	
chr19	13262331	13262871	KLF1	K562	
chr19	13277051	13277551	KLF1	K562	
chr19	13277891	13278451	KLF1	K562	
chr19	13381851	13382351	KLF1	K562	
chr19	13396511	13397091	KLF1	K562	
chr19	13401351	13401871	KLF1	K562	
chr19	13428331	13428851	KLF1	K562	
chr19	13537471	13537971	KLF1	K562	
chr19	13582991	13583531	KLF1	K562	
chr19	13717239	13717816	KLF1	K562	
chr19	13846219	13847395	KLF1	K562	
chr19	13849874	13850758	KLF1	K562	
chr19	13851081	13851581	KLF1	K562	
chr19	12202210	12202750	LYL1	K562	
chr19	12293670	12294250	LYL1	K562	
chr19	12331071	12332131	LYL1	K562	
chr19	12411811	12412331	LYL1	K562	
chr19	12495171	12495671	LYL1	K562	
chr19	12521891	12522431	LYL1	K562	
chr19	12543711	12544231	LYL1	K562	
chr19	12544311	12544811	LYL1	K562	
chr19	12563971	12564471	LYL1	K562	
chr19	12640011	12640531	LYL1	K562	
chr19	12647491	12648071	LYL1	K562	
chr19	12671911	12672491	LYL1	K562	
chr19	12676251	12676771	LYL1	K562	
chr19	12716871	12717391	LYL1	K562	
chr19	12757471	12757991	LYL1	K562	
chr19	12760491	12761031	LYL1	K562	
chr19	12765971	12766531	LYL1	K562	
chr19	12777511	12778031	LYL1	K562	
chr19	12779131	12779731	LYL1	K562	
chr19	12782291	12783171	LYL1	K562	
chr19	12784451	12784971	LYL1	K562	
chr19	12789831	12790351	LYL1	K562	
chr19	12793351	12793851	LYL1	K562	
chr19	12796031	12796931	LYL1	K562	
chr19	12814891	12815491	LYL1	K562	
chr19	12825131	12825931	LYL1	K562	
chr19	12828311	12828891	LYL1	K562	
chr19	12832351	12832911	LYL1	K562	
chr19	12836211	12836711	LYL1	K562	
chr19	12840451	12841011	LYL1	K562	
chr19	12841111	12841611	LYL1	K562	
chr19	12847511	12848011	LYL1	K562	
chr19	12867151	12867931	LYL1	K562	
chr19	12872211	12872711	LYL1	K562	
chr19	12872831	12873371	LYL1	K562	
chr19	12882571	12883071	LYL1	K562	
chr19	12883611	12884131	LYL1	K562	
chr19	12885011	12885511	LYL1	K562	
chr19	12888891	12889391	LYL1	K562	
chr19	12908491	12908991	LYL1	K562	0.0
chr19	12934991	12935491	LYL1	K562	0.0
chr19	12936451	12936951	LYL1	K562	0.0
chr19	12964851	12965991	LYL1	K562	0.0
chr19	12974191	12974711	LYL1	K562	0.0
chr19	12977731	12978251	LYL1	K562	0.0
chr19	12983511	12984011	LYL1	K562	0.0
chr19	12985151	12985651	LYL1	K562	0.0
chr19	12996491	12996991	LYL1	K562	0.0
chr19	13013171	13013711	LYL1	K562	2019.6440226942439
chr19	13016391	13016991	LYL1	K562	611.4247800231684
chr19	13022731	13023231	LYL1	K562	1973.1336861180541
chr19	13033951	13034511	LYL1	K562	914.1114553078162
chr19	13051491	13051991	LYL1	K562	1841.567782465201
chr19	13061271	13061791	LYL1	K562	1973.1652046636239
chr19	13069551	13070051	LYL1	K562	6187.149870585648
chr19	13079411	13079911	LYL1	K562	3979.519354943553
chr19	13093691	13094211	LYL1	K562	5997.261679693197
chr19	13104331	13104911	LYL1	K562	24366.260017103094
chr19	13151431	13152171	LYL1	K562	4463.127246066649
chr19	13152791	13153291	LYL1	K562	5148.517218466007
chr19	13155431	13155951	LYL1	K562	4235.012595718951
chr19	13162791	13163331	LYL1	K562	1415.5784194724754
chr19	13163631	13164971	LYL1	K562	1542.4861518839682
chr19	13167479	13168145	LYL1	K562	4952.034711740862
chr19	13172271	13172791	LYL1	K562	857.6453324742702
chr19	13191111	13191611	LYL1	K562	929.2511288290472
chr19	13194411	13195031	LYL1	K562	1719.288862780267
chr19	13195631	13196171	LYL1	K562	855.3156148176816
chr19	13212771	13213271	LYL1	K562	0.0
chr19	13234431	13234951	LYL1	K562	0.0
chr19	13247731	13248251	LYL1	K562	0.0
chr19	13260991	13261531	LYL1	K562	0.0
chr19	13262331	13262871	LYL1	K562	0.0
chr19	13277051	13277551	LYL1	K562	0.0
chr19	13277891	13278451	LYL1	K562	0.0
chr19	13381851	13382351	LYL1	K562	
chr19	13396511	13397091	LYL1	K562	
chr19	13401351	13401871	LYL1	K562	
chr19	13428331	13428851	LYL1	K562	
chr19	13537471	13537971	LYL1	K562	
chr19	13582991	13583531	LYL1	K562	
chr19	13846219	13847395	LYL1	K562	
chr19	12202210	12202750	RAD23A	K562	
chr19	12293670	12294250	RAD23A	K562	
chr19	12331071	12332131	RAD23A	K562	
chr19	12411811	12412331	RAD23A	K562	
chr19	12495171	12495671	RAD23A	K562	
chr19	12521891	12522431	RAD23A	K562	
chr19	12543711	12544231	RAD23A	K562	
chr19	12544311	12544811	RAD23A	K562	
chr19	12563971	12564471	RAD23A	K562	
chr19	12640011	12640531	RAD23A	K562	
chr19	12647491	12648071	RAD23A	K562	
chr19	12671911	12672491	RAD23A	K562	
chr19	12676251	12676771	RAD23A	K562	
chr19	12716871	12717391	RAD23A	K562	
chr19	12757471	12757991	RAD23A	K562	0.0
chr19	12760491	12761031	RAD23A	K562	0.0
chr19	12765971	12766531	RAD23A	K562	0.0
chr19	12777511	12778031	RAD23A	K562	0.0
chr19	12779131	12779731	RAD23A	K562	0.0
chr19	12782291	12783171	RAD23A	K562	0.0
chr19	12784451	12784971	RAD23A	K562	0.0
chr19	12789831	12790351	RAD23A	K562	0.0
chr19	12793351	12793851	RAD23A	K562	0.0
chr19	12796031	12796931	RAD23A	K562	0.0
chr19	12814891	12815491	RAD23A	K562	0.0
chr19	12825131	12825931	RAD23A	K562	0.0
chr19	12828311	12828891	RAD23A	K562	0.0
chr19	12832351	12832911	RAD23A	K562	0.0
chr19	12836211	12836711	RAD23A	K562	0.0
chr19	12840451	12841011	RAD23A	K562	0.0
chr19	12841111	12841611	RAD23A	K562	0.0
chr19	12847511	12848011	RAD23A	K562	306.1779245976654
chr19	12867151	12867931	RAD23A	K562	798.9197213010866
chr19	12872211	12872711	RAD23A	K562	4266.963030486671
chr19	12872831	12873371	RAD23A	K562	4509.340475419222
chr19	12882571	12883071	RAD23A	K562	1014.7684460585372
chr19	12883611	12884131	RAD23A	K562	1310.1587086955353
chr19	12885011	12885511	RAD23A	K562	3278.20865512887
chr19	12888891	12889391	RAD23A	K562	655.8408529153515
chr19	12908491	12908991	RAD23A	K562	917.423109024542
chr19	12934991	12935491	RAD23A	K562	1989.4366533081616
chr19	12936451	12936951	RAD23A	K562	3400.5199824057995
chr19	12964851	12965991	RAD23A	K562	1081.960070133205
chr19	12974191	12974711	RAD23A	K562	1919.377902509192
chr19	12977731	12978251	RAD23A	K562	2065.628966946983
chr19	12983511	12984011	RAD23A	K562	5677.995691887349
chr19	12985151	12985651	RAD23A	K562	5472.383341240983
chr19	12996491	12996991	RAD23A	K562	1838.4043119457351
chr19	13013171	13013711	RAD23A	K562	1450.8320804594512
chr19	13016391	13016991	RAD23A	K562	620.2826503697291
chr19	13022731	13023231	RAD23A	K562	838.3070616965384
chr19	13033951	13034511	RAD23A	K562	304.2565161517373
chr19	13051491	13051991	RAD23A	K562	0.0
chr19	13061271	13061791	RAD23A	K562	0.0
chr19	13069551	13070051	RAD23A	K562	0.0
chr19	13079411	13079911	RAD23A	K562	0.0
chr19	13093691	13094211	RAD23A	K562	0.0
chr19	13097591	13098811	RAD23A	K562	0.0
chr19	13104331	13104911	RAD23A	K562	0.0
chr19	13151431	13152171	RAD23A	K562	
chr19	13152791	13153291	RAD23A	K562	
chr19	13155431	13155951	RAD23A	K562	
chr19	13162791	13163331	RAD23A	K562	
chr19	13163623	13164991	RAD23A	K562	
chr19	13167479	13168145	RAD23A	K562	
chr19	13172271	13172791	RAD23A	K562	
chr19	13191111	13191611	RAD23A	K562	
chr19	13194411	13195031	RAD23A	K562	
chr19	13195631	13196171	RAD23A	K562	
chr19	13212771	13213271	RAD23A	K562	
chr19	13234431	13234951	RAD23A	K562	
chr19	13247731	13248251	RAD23A	K562	
chr19	13260991	13261531	RAD23A	K562	
chr19	13262331	13262871	RAD23A	K562	
chr19	13277051	13277551	RAD23A	K562	
chr19	13277891	13278451	RAD23A	K562	
chr19	13381851	13382351	RAD23A	K562	
chr19	13396511	13397091	RAD23A	K562	
chr19	13401351	13401871	RAD23A	K562	
chr19	13428331	13428851	RAD23A	K562	
chr19	13537471	13537971	RAD23A	K562	
chr19	13582991	13583531	RAD23A	K562	
chr19	13717239	13717816	RAD23A	K562	
chr19	13842702	13843202	RAD23A	K562	
chr19	13846219	13847395	RAD23A	K562	
chr19	13851081	13851581	RAD23A	K562	
chr19	12202210	12202750	RNASEH2A	K562	
chr19	12293670	12294250	RNASEH2A	K562	
chr19	12331071	12332131	RNASEH2A	K562	
chr19	12411811	12412331	RNASEH2A	K562	
chr19	12495171	12495671	RNASEH2A	K562	
chr19	12521891	12522431	RNASEH2A	K562	
chr19	12543711	12544231	RNASEH2A	K562	
chr19	12544311	12544811	RNASEH2A	K562	
chr19	12563971	12564471	RNASEH2A	K562	
chr19	12640011	12640531	RNASEH2A	K562	0.0
chr19	12647491	12648071	RNASEH2A	K562	0.0
chr19	12671911	12672491	RNASEH2A	K562	0.0
chr19	12676251	12676771	RNASEH2A	K562	0.0
chr19	12716871	12717391	RNASEH2A	K562	169.58784251576216
chr19	12757471	12757991	RNASEH2A	K562	1412.9960455624578
chr19	12760491	12761031	RNASEH2A	K562	467.15572399887736
chr19	12765971	12766531	RNASEH2A	K562	1027.3044207408473
chr19	12777511	12778031	RNASEH2A	K562	1947.2747779520898
chr19	12779131	12779731	RNASEH2A	K562	2137.1434677859725
chr19	12782291	12783171	RNASEH2A	K562	8303.838545150222
chr19	12784451	12784971	RNASEH2A	K562	4714.607809393549
chr19	12789831	12790351	RNASEH2A	K562	4563.4202996999875
chr19	12793351	12793851	RNASEH2A	K562	10579.773515308245
chr19	12796031	12796931	RNASEH2A	K562	3114.542747040169
chr19	12825131	12825931	RNASEH2A	K562	3804.832666932729
chr19	12828311	12828891	RNASEH2A	K562	1370.5829760101087
chr19	12832351	12832911	RNASEH2A	K562	3499.6722458051963
chr19	12836211	12836711	RNASEH2A	K562	3464.578005218185
chr19	12840451	12841011	RNASEH2A	K562	4179.755280888925
chr19	12841111	12841611	RNASEH2A	K562	3869.949921595816
chr19	12847511	12848011	RNASEH2A	K562	1155.4930700469386
chr19	12867151	12867931	RNASEH2A	K562	1351.7259490668098
chr19	12872211	12872711	RNASEH2A	K562	2178.8182706731077
chr19	12872831	12873371	RNASEH2A	K562	2922.5026747178663
chr19	12882571	12883071	RNASEH2A	K562	1010.4854651624884
chr19	12883611	12884131	RNASEH2A	K562	1046.3485982212364
chr19	12885011	12885511	RNASEH2A	K562	731.8583396123479
chr19	12888891	12889391	RNASEH2A	K562	426.54454519838947
chr19	12908491	12908991	RNASEH2A	K562	0.0
chr19	12934991	12935491	RNASEH2A	K562	0.0
chr19	12936451	12936951	RNASEH2A	K562	0.0
chr19	12964851	12965991	RNASEH2A	K562	0.0
chr19	12974191	12974711	RNASEH2A	K562	0.0
chr19	12977731	12978251	RNASEH2A	K562	0.0
chr19	12983511	12984011	RNASEH2A	K562	0.0
chr19	12985151	12985651	RNASEH2A	K562	0.0
chr19	12996491	12996991	RNASEH2A	K562	0.0
chr19	13013171	13013711	RNASEH2A	K562	
chr19	13016391	13016991	RNASEH2A	K562	
chr19	13022731	13023231	RNASEH2A	K562	
chr19	13033951	13034511	RNASEH2A	K562	
chr19	13051491	13051991	RNASEH2A	K562	
chr19	13061271	13061791	RNASEH2A	K562	
chr19	13069551	13070051	RNASEH2A	K562	
chr19	13079411	13079911	RNASEH2A	K562	
chr19	13093691	13094211	RNASEH2A	K562	
chr19	13097591	13098811	RNASEH2A	K562	
chr19	13104331	13104911	RNASEH2A	K562	
chr19	13151431	13152171	RNASEH2A	K562	
chr19	13152791	13153291	RNASEH2A	K562	
chr19	13155431	13155951	RNASEH2A	K562	
chr19	13162791	13163331	RNASEH2A	K562	
chr19	13163631	13164971	RNASEH2A	K562	
chr19	13167479	13168145	RNASEH2A	K562	
chr19	13172271	13172791	RNASEH2A	K562	
chr19	13191111	13191611	RNASEH2A	K562	
chr19	13194411	13195031	RNASEH2A	K562	
chr19	13195631	13196171	RNASEH2A	K562	
chr19	13212771	13213271	RNASEH2A	K562	
chr19	13234431	13234951	RNASEH2A	K562	
chr19	13247731	13248251	RNASEH2A	K562	
chr19	13260991	13261531	RNASEH2A	K562	
chr19	13262331	13262871	RNASEH2A	K562	
chr19	13277051	13277551	RNASEH2A	K562	
chr19	13277891	13278451	RNASEH2A	K562	
chr19	13381851	13382351	RNASEH2A	K562	
chr19	13396511	13397091	RNASEH2A	K562	
chr19	13401351	13401871	RNASEH2A	K562	
chr19	13428331	13428851	RNASEH2A	K562	
chr19	13537471	13537971	RNASEH2A	K562	
chr19	13582991	13583531	RNASEH2A	K562	
chr19	13163623	13164991	GADD45GIP1	K562	
chr19	13167479	13168145	GADD45GIP1	K562	
chr19	13717239	13717816	GADD45GIP1	K562	
chr19	13846219	13847395	GADD45GIP1	K562	
chr19	13167479	13168145	C19orf53	K562	
chr19	13717239	13717816	C19orf53	K562	1044.2351807187933
chr19	13842702	13843202	C19orf53	K562	1499.4621767705512
chr19	13846219	13847395	C19orf53	K562	2379.152301063708
chr19	13851081	13851581	C19orf53	K562	990.5219863782833
chr19	14023453	14023953	C19orf53	K562	
chr19	14294852	14295474	C19orf53	K562	
chr19	14372303	14372803	C19orf53	K562	
chr19	14425674	14426174	C19orf53	K562	
chr19	14507660	14508160	C19orf53	K562	
chr19	14574201	14574701	C19orf53	K562	
chr19	14614022	14614522	C19orf53	K562	
chr19	13717239	13717816	DNAJB1	K562	
chr19	14784691	14785585	DNAJB1	K562	
chr19	13717239	13717816	NDUFB7	K562	
chr19	13846219	13847395	NDUFB7	K562	
chr19	13851081	13851581	NDUFB7	K562	
chr19	14023453	14023953	NDUFB7	K562	
chr19	14294852	14295474	NDUFB7	K562	
chr19	14372303	14372803	NDUFB7	K562	
chr19	14425674	14426174	NDUFB7	K562	0.0
chr19	14507660	14508160	NDUFB7	K562	1215.0142169384983
chr19	14614022	14614522	NDUFB7	K562	2528.8513144238755
chr19	14783541	14784041	NDUFB7	K562	
chr19	14784691	14785585	NDUFB7	K562	
chr19	13839483	13839983	DDX39A	K562	
chr19	13846219	13847395	DDX39A	K562	
chr19	14372303	14372803	DDX39A	K562	1193.5424280257455
chr19	14507660	14508160	DDX39A	K562	838.5709504364039
chr19	14784691	14785585	DDX39A	K562	
chr19	13846219	13847395	GIPC1	K562	
chr19	14784691	14785585	GIPC1	K562	
chr19	13846219	13847395	STX10	K562	
chr19	13849874	13850758	PKN1	K562	
chr19	14023453	14023953	TECR	K562	
chr19	14294852	14295474	TECR	K562	
chr19	14425674	14426174	TECR	K562	739.3171540945033
chr19	14574201	14574701	TECR	K562	1002.489109022435
chr19	14784691	14785585	TECR	K562	
chr19	14574201	14574701	AKAP8L	K562	
chr19	14784691	14785585	AKAP8L	K562	
chr19	14614022	14614522	ASF1B	K562	
chr19	14784691	14785585	ASF1B	K562	
chr19	14784691	14785585	BRD4	K562	
chr19	16885110	16885610	BABAM1	K562	
chr19	17398833	17399622	BABAM1	K562	0.0
chr19	16885110	16885610	MRPL34	K562	
chr19	17398833	17399622	MRPL34	K562	0.0
chr19	18289909	18290720	MRPL34	K562	
chr19	16885110	16885610	NR2F6	K562	
chr19	17398833	17399622	NR2F6	K562	0.0
chr19	16885110	16885610	RPL18A	K562	
chr19	17289461	17289961	RPL18A	K562	
chr19	17398833	17399622	RPL18A	K562	
chr19	18044909	18045409	RPL18A	K562	0.0
chr19	18289909	18290720	RPL18A	K562	
chr19	18291477	18292285	RPL18A	K562	
chr19	18300981	18301481	RPL18A	K562	
chr19	18303382	18303882	RPL18A	K562	
chr19	18407986	18408629	RPL18A	K562	
chr19	16885110	16885610	USE1	K562	
chr19	17289461	17289961	USE1	K562	525.489706507772
chr19	18044909	18045409	USE1	K562	
chr19	17289461	17289961	MVB12A	K562	0.0
chr19	18291477	18292285	MVB12A	K562	
chr19	17289461	17289961	SMIM7	K562	
chr19	17398833	17399622	BST2	K562	11458.161604311586
chr19	18044909	18045409	BST2	K562	
chr19	18289909	18290720	BST2	K562	
chr19	18291477	18292285	BST2	K562	
chr19	18300981	18301481	BST2	K562	
chr19	17398833	17399622	CCDC124	K562	
chr19	18044909	18045409	CCDC124	K562	0.0
chr19	18289909	18290720	CCDC124	K562	
chr19	18291477	18292285	CCDC124	K562	
chr19	18303382	18303882	CCDC124	K562	
chr19	17398833	17399622	LSM4	K562	
chr19	18044909	18045409	LSM4	K562	
chr19	18289909	18290720	LSM4	K562	2463.568217809331
chr19	18291477	18292285	LSM4	K562	7160.778280845668
chr19	18300981	18301481	LSM4	K562	3712.796236967879
chr19	18407986	18408629	LSM4	K562	634.1470351159401
chr19	19062361	19062861	LSM4	K562	
chr19	17398833	17399622	MPV17L2	K562	
chr19	17398833	17399622	OCEL1	K562	0.0
chr19	17398833	17399622	PGLS	K562	0.0
chr19	18044909	18045409	PGLS	K562	
chr19	18291477	18292285	PGLS	K562	
chr19	17398833	17399622	PGPEP1	K562	
chr19	18289909	18290720	PGPEP1	K562	2452.67671661734
chr19	18407986	18408629	PGPEP1	K562	634.9510685105332
chr19	17398833	17399622	SLC35E1	K562	
chr19	18044909	18045409	C19orf60	K562	
chr19	18300981	18301481	C19orf60	K562	
chr19	18407986	18408629	C19orf60	K562	0.0
chr19	19364667	19365338	C19orf60	K562	
chr19	18044909	18045409	COPE	K562	
chr19	18289909	18290720	COPE	K562	
chr19	18291477	18292285	COPE	K562	
chr19	18300981	18301481	COPE	K562	
chr19	19062361	19062861	COPE	K562	0.0
chr19	19364667	19365338	COPE	K562	
chr19	19372988	19373488	COPE	K562	
chr19	18044909	18045409	DDA1	K562	
chr19	18044909	18045409	FKBP8	K562	
chr19	18289909	18290720	FKBP8	K562	
chr19	18291477	18292285	FKBP8	K562	
chr19	18300981	18301481	FKBP8	K562	
chr19	18303382	18303882	FKBP8	K562	
chr19	18407986	18408629	FKBP8	K562	0.0
chr19	19364667	19365338	FKBP8	K562	
chr19	19372988	19373488	FKBP8	K562	
chr19	18044909	18045409	KXD1	K562	
chr19	18289909	18290720	KXD1	K562	
chr19	18291477	18292285	KXD1	K562	
chr19	18300981	18301481	KXD1	K562	
chr19	18303382	18303882	KXD1	K562	
chr19	18407986	18408629	KXD1	K562	0.0
chr19	19062361	19062861	KXD1	K562	
chr19	19364667	19365338	KXD1	K562	
chr19	19372988	19373488	KXD1	K562	
chr19	18044909	18045409	UBA52	K562	
chr19	18289909	18290720	UBA52	K562	
chr19	18291477	18292285	UBA52	K562	
chr19	18300981	18301481	UBA52	K562	
chr19	18303382	18303882	UBA52	K562	
chr19	18407986	18408629	UBA52	K562	0.0
chr19	18414353	18414853	UBA52	K562	0.0
chr19	19062361	19062861	UBA52	K562	
chr19	19364667	19365338	UBA52	K562	
chr19	19372988	19373488	UBA52	K562	
chr19	18289909	18290720	ISYNA1	K562	0.0
chr19	19364667	19365338	ISYNA1	K562	
chr19	19372988	19373488	ISYNA1	K562	
chr19	18291477	18292285	JUND	K562	15572.496262706498
chr19	18300981	18301481	SSBP4	K562	0.0
chr19	18300981	18301481	SUGP2	K562	
chr19	18303382	18303882	DDX49	K562	
chr19	19062361	19062861	DDX49	K562	0.0
chr19	19364667	19365338	GATAD2A	K562	2532.616144897478
chr19	19364667	19365338	NDUFA13	K562	0.0
chr19	21128683	21129183	ZNF431	K562	12325.127260643469
chr19	29260429	29260929	UQCRFS1	K562	5404.113143843175
chr19	29893630	29894130	UQCRFS1	K562	
chr19	29687145	29687976	POP4	K562	1767.8343642657464
chr19	34165190	34165774	FXYD5	K562	
chr19	34712608	34713108	FXYD5	K562	
chr19	34869939	34870439	FXYD5	K562	
chr19	34973138	34973638	FXYD5	K562	0.0
chr19	34975852	34976352	FXYD5	K562	0.0
chr19	35210656	35211283	FXYD5	K562	2817.9619870754486
chr19	35389382	35389882	FXYD5	K562	
chr19	35819925	35820425	FXYD5	K562	
chr19	34165190	34165774	UBA2	K562	
chr19	34712608	34713108	UBA2	K562	
chr19	34869939	34870439	UBA2	K562	
chr19	35220180	35220994	UBA2	K562	
chr19	35389382	35389882	UBA2	K562	
chr19	34712608	34713108	COX6B1	K562	
chr19	34731449	34731949	COX6B1	K562	
chr19	34869939	34870439	COX6B1	K562	
chr19	34973138	34973638	COX6B1	K562	
chr19	35220180	35220994	COX6B1	K562	
chr19	35317406	35318063	COX6B1	K562	
chr19	35389382	35389882	COX6B1	K562	
chr19	35819925	35820425	COX6B1	K562	0.0
chr19	36127454	36128662	COX6B1	K562	
